,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
11937,Darius Garland,CLE,22.0,185.42,87.089664,Vanderbilt,USA,2019,1,5,68,21.7,3.3,8.6,6.6,0.017,0.07400000000000001,0.272,0.5760000000000001,0.37799999999999995,2021-22
11938,Darius Bazley,OKC,22.0,203.2,94.34713599999999,None,USA,2019,1,23,69,10.8,6.3,1.4,-11.3,0.034,0.17600000000000002,0.18,0.515,0.078,2021-22
11939,Danuel House Jr.,UTA,29.0,198.12,99.79024,Texas A&M,USA,Undrafted,Undrafted,Undrafted,42,5.9,2.6,1.0,3.8,0.023,0.11800000000000001,0.146,0.555,0.087,2021-22
11940,Danny Green,PHI,35.0,198.12,97.52228000000001,North Carolina,USA,2009,2,46,62,5.9,2.5,1.0,3.0,0.025,0.091,0.121,0.561,0.065,2021-22
11941,DeAndre Jordan,PHI,33.0,210.82,120.20188,Texas A&M,USA,2008,2,35,48,4.3,5.5,0.4,-10.8,0.127,0.262,0.132,0.6409999999999999,0.051,2021-22
11942,Danilo Gallinari,ATL,33.0,208.28,107.047712,None,Italy,2008,1,6,66,11.7,4.7,1.5,3.4,0.021,0.161,0.182,0.579,0.086,2021-22
11943,DeAndre' Bembry,MIL,27.0,195.58,95.25432,St. Joseph's (PA),USA,2016,1,21,56,5.1,2.9,1.2,-0.6,0.042,0.106,0.111,0.601,0.087,2021-22
11944,DeMar DeRozan,CHI,32.0,198.12,99.79024,Southern California,USA,2009,1,9,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,2021-22
11945,Derrick White,BOS,27.0,193.04,86.18248,Colorado,USA,2017,1,29,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.5489999999999999,0.231,2021-22
11946,Derrick Walton Jr.,DET,27.0,182.88,83.91452,Michigan,USA,Undrafted,Undrafted,Undrafted,3,6.3,3.3,7.0,0.5,0.015,0.068,0.142,0.342,0.26899999999999996,2021-22
11947,Derrick Rose,NYK,33.0,187.96,90.7184,Memphis,USA,2008,1,1,26,12.0,3.0,4.0,5.8,0.032,0.08,0.217,0.541,0.266,2021-22
11948,Derrick Jones Jr.,CHI,25.0,198.12,95.25432,UNLV,USA,Undrafted,Undrafted,Undrafted,51,5.6,3.3,0.6,2.7,0.068,0.121,0.11900000000000001,0.633,0.043,2021-22
11949,Derrick Favors,OKC,30.0,205.74,120.20188,Georgia Tech,USA,2010,1,3,39,5.3,4.7,0.6,-11.0,0.079,0.17800000000000002,0.131,0.534,0.061,2021-22
11950,Denzel Valentine,UTA,28.0,193.04,99.79024,Michigan State,USA,2016,1,14,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.07400000000000001,2021-22
11951,Dennis Smith Jr.,POR,24.0,187.96,92.98635999999999,North Carolina State,USA,2017,1,9,37,5.6,2.4,3.6,-9.8,0.028999999999999998,0.107,0.17300000000000001,0.474,0.311,2021-22
11952,Dennis Schroder,HOU,28.0,185.42,78.017824,None,Germany,2013,1,17,64,13.5,3.3,4.6,-1.0,0.018000000000000002,0.09699999999999999,0.223,0.539,0.256,2021-22
11953,Deni Avdija,WAS,21.0,205.74,95.25432,None,Israel,2020,1,9,82,8.4,5.2,2.0,-1.0,0.027000000000000003,0.182,0.158,0.536,0.11699999999999999,2021-22
11954,Delon Wright,ATL,30.0,195.58,83.91452,Utah,USA,2015,1,20,77,4.4,2.9,2.4,2.8,0.035,0.11599999999999999,0.10099999999999999,0.5760000000000001,0.17800000000000002,2021-22
11955,Dejounte Murray,SAS,25.0,193.04,81.64656,Washington,USA,2016,1,29,68,21.1,8.3,9.2,1.9,0.031,0.196,0.268,0.5329999999999999,0.38799999999999996,2021-22
11956,Deividas Sirvydis,DET,22.0,203.2,86.18248,None,Lithuania,2019,2,37,3,1.0,2.0,0.3,-42.3,0.0,0.2,0.149,0.15,0.063,2021-22
11957,Deandre Ayton,PHX,23.0,210.82,113.398,Arizona,Bahamas,2018,1,1,58,17.2,10.2,1.4,9.6,0.09300000000000001,0.24100000000000002,0.217,0.6559999999999999,0.071,2021-22
11958,Dean Wade,CLE,25.0,205.74,103.418976,Kansas State,USA,Undrafted,Undrafted,Undrafted,51,5.3,2.9,1.0,2.0,0.031,0.12,0.107,0.584,0.077,2021-22
11959,DeMarcus Cousins,DEN,31.0,208.28,122.46983999999999,Kentucky,USA,2010,1,5,48,9.0,5.6,1.5,2.2,0.10300000000000001,0.281,0.267,0.5670000000000001,0.153,2021-22
11960,DeJon Jarreau,IND,24.0,195.58,83.91452,Houston,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2021-22
11961,Daniel Theis,BOS,30.0,205.74,111.13004,None,Germany,Undrafted,Undrafted,Undrafted,47,8.2,4.9,0.9,-3.9,0.061,0.159,0.162,0.595,0.068,2021-22
11962,Daniel Oturu,TOR,22.0,203.2,108.86208,Minnesota,USA,2020,2,33,3,3.0,1.7,0.0,-36.8,0.036000000000000004,0.14800000000000002,0.125,0.5489999999999999,0.0,2021-22
11963,Daniel Gafford,WAS,23.0,205.74,106.140528,Arkansas,USA,2019,2,38,72,9.4,5.7,0.9,-6.9,0.107,0.16899999999999998,0.16,0.708,0.071,2021-22
11964,Chuma Okeke,ORL,23.0,198.12,103.872568,Auburn,USA,2019,1,16,70,8.6,5.0,1.7,-8.8,0.024,0.165,0.159,0.501,0.10400000000000001,2021-22
11965,Christian Wood,HOU,26.0,205.74,97.068688,UNLV,USA,Undrafted,Undrafted,Undrafted,68,17.9,10.1,2.3,-9.1,0.051,0.265,0.233,0.595,0.124,2021-22
11966,Chris Silva,MIA,25.0,203.2,106.140528,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,10,2.6,3.6,0.7,-16.1,0.127,0.27399999999999997,0.12300000000000001,0.6409999999999999,0.13,2021-22
11967,Chris Paul,PHX,37.0,182.88,79.3786,Wake Forest,USA,2005,1,4,65,14.7,4.4,10.8,10.0,0.011000000000000001,0.113,0.19699999999999998,0.581,0.434,2021-22
11968,Chris Duarte,IND,25.0,195.58,86.18248,Oregon,Dominican Republic,2021,1,13,55,13.1,4.1,2.1,-2.0,0.026000000000000002,0.11699999999999999,0.207,0.537,0.11,2021-22
11969,Chris Chiozza,GSW,26.0,180.34,79.3786,Florida,USA,Undrafted,Undrafted,Undrafted,34,2.0,1.1,1.9,-7.9,0.023,0.073,0.132,0.40700000000000003,0.264,2021-22
11970,Chris Boucher,TOR,29.0,205.74,90.7184,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,80,9.4,6.2,0.3,5.3,0.095,0.183,0.172,0.57,0.022000000000000002,2021-22
11971,Chimezie Metu,SAC,25.0,205.74,102.0582,Southern California,USA,2018,2,49,60,8.9,5.6,1.0,-5.7,0.027000000000000003,0.22699999999999998,0.184,0.546,0.071,2021-22
11972,Cheick Diallo,DET,25.0,203.2,99.336648,Kansas,Mali,2016,2,33,3,3.7,4.0,0.0,-50.7,0.098,0.29600000000000004,0.145,0.517,0.0,2021-22
11973,Chaundee Brown Jr.,ATL,23.0,195.58,97.52228000000001,Michigan,USA,Undrafted,Undrafted,Undrafted,5,6.2,3.2,0.8,-8.7,0.009000000000000001,0.139,0.146,0.447,0.055999999999999994,2021-22
11974,Charlie Brown Jr.,PHI,25.0,198.12,90.264808,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,22,1.4,1.5,0.3,-3.6,0.067,0.08800000000000001,0.105,0.34600000000000003,0.045,2021-22
11975,Charles Bassey,PHI,21.0,205.74,104.32616,Western Kentucky,Nigeria,2021,2,53,23,3.0,2.7,0.3,-8.8,0.124,0.233,0.152,0.66,0.07,2021-22
11976,Chandler Hutchison,PHX,26.0,198.12,95.25432,Boise State,USA,2018,1,22,6,0.7,0.8,0.3,27.3,0.0,0.16699999999999998,0.111,0.6940000000000001,0.105,2021-22
11977,Cedi Osman,CLE,27.0,200.66,104.32616,None,Turkey,2015,2,31,66,10.7,2.2,2.0,-1.8,0.017,0.08,0.20600000000000002,0.563,0.14400000000000002,2021-22
11978,Cat Barber,ATL,27.0,185.42,78.471416,North Carolina State,USA,2016,Undrafted,Undrafted,3,0.0,1.0,1.0,34.6,0.091,0.28600000000000003,0.21899999999999997,0.0,0.2,2021-22
11979,Clint Capela,ATL,28.0,208.28,116.119552,None,Switzerland,2014,1,25,74,11.1,11.9,1.2,3.3,0.133,0.284,0.149,0.604,0.062,2021-22
11980,Coby White,CHI,22.0,193.04,88.45044,North Carolina,USA,2019,1,7,61,12.7,3.0,2.9,-1.2,0.011000000000000001,0.099,0.195,0.564,0.147,2021-22
11981,Cody Martin,CHA,26.0,198.12,92.98635999999999,Nevada-Reno,USA,2019,2,36,71,7.7,4.0,2.5,0.1,0.043,0.10800000000000001,0.12,0.579,0.124,2021-22
11982,Jonas Valanciunas,NOP,30.0,210.82,120.20188,None,Lithuania,2011,1,5,74,17.8,11.4,2.6,1.2,0.1,0.28,0.23800000000000002,0.617,0.13699999999999998,2021-22
11983,Damyean Dotson,NYK,28.0,195.58,95.25432,Houston,USA,2017,2,44,2,2.0,1.0,0.5,-0.8,0.0,0.111,0.08900000000000001,0.5,0.071,2021-22
11984,Damion Lee,GSW,29.0,195.58,95.25432,Drexel,USA,Undrafted,Undrafted,Undrafted,63,7.4,3.2,1.0,2.8,0.022000000000000002,0.136,0.156,0.561,0.07200000000000001,2021-22
11985,Damian Lillard,POR,31.0,187.96,88.45044,Weber State,USA,2012,1,6,29,24.0,4.1,7.3,-1.8,0.012,0.10400000000000001,0.28800000000000003,0.55,0.321,2021-22
11986,Damian Jones,SAC,27.0,210.82,111.13004,Vanderbilt,USA,2016,1,30,56,8.1,4.4,1.2,-6.8,0.07400000000000001,0.16399999999999998,0.163,0.701,0.106,2021-22
11987,Dalano Banton,TOR,22.0,200.66,92.532768,Nebraska,Canada,2021,2,46,64,3.2,1.9,1.5,1.5,0.048,0.124,0.159,0.46299999999999997,0.19699999999999998,2021-22
11988,Dakota Mathias,MEM,26.0,193.04,90.7184,Purdue,USA,2018,Undrafted,Undrafted,6,1.0,0.3,0.2,-25.4,0.0,0.154,0.15,0.5,0.125,2021-22
11989,Daishen Nix,HOU,20.0,193.04,102.511792,None,USA,Undrafted,Undrafted,Undrafted,24,3.2,1.4,1.7,-6.6,0.026000000000000002,0.10300000000000001,0.16699999999999998,0.48,0.20800000000000002,2021-22
11990,Devin Booker,PHX,25.0,195.58,93.439952,Kentucky,USA,2015,1,13,68,26.8,5.0,4.8,9.5,0.02,0.11699999999999999,0.313,0.5760000000000001,0.212,2021-22
11991,DaQuan Jeffries,MEM,24.0,195.58,100.697424,Tulsa,USA,Undrafted,Undrafted,Undrafted,3,0.7,0.7,0.3,-10.5,0.0,0.25,0.091,0.5,0.16699999999999998,2021-22
11992,D.J. Augustin,LAL,34.0,180.34,83.007336,Texas-Austin,USA,2008,1,9,55,5.3,1.2,1.9,-10.6,0.012,0.065,0.139,0.61,0.17600000000000002,2021-22
11993,D'Angelo Russell,MIN,26.0,193.04,87.543256,Ohio State,USA,2015,1,2,65,18.1,3.3,7.1,4.7,0.011000000000000001,0.08900000000000001,0.24600000000000002,0.544,0.32,2021-22
11994,Craig Sword,WAS,28.0,190.5,88.904032,Mississippi State,USA,Undrafted,Undrafted,Undrafted,3,2.0,0.0,0.3,8.3,0.0,0.0,0.125,0.75,0.1,2021-22
11995,Cory Joseph,DET,30.0,190.5,90.7184,Texas-Austin,Canada,2011,1,29,65,8.0,2.7,3.6,-6.4,0.017,0.092,0.141,0.579,0.22,2021-22
11996,Corey Kispert,WAS,23.0,198.12,101.604608,Gonzaga,USA,2021,1,15,77,8.2,2.7,1.1,0.1,0.03,0.084,0.142,0.586,0.064,2021-22
11997,Collin Sexton,CLE,23.0,185.42,86.18248,Alabama,USA,2018,1,8,11,16.0,3.3,2.1,-5.8,0.040999999999999995,0.066,0.264,0.523,0.125,2021-22
11998,Cole Anthony,ORL,22.0,190.5,83.91452,North Carolina,USA,2020,1,15,65,16.3,5.4,5.7,-5.4,0.015,0.145,0.245,0.519,0.281,2021-22
11999,D.J. Wilson,TOR,26.0,208.28,104.779752,Michigan,USA,2017,1,17,4,7.5,4.0,1.3,-16.5,0.017,0.23800000000000002,0.159,0.773,0.147,2021-22
12000,Jonathan Kuminga,GSW,19.0,200.66,102.0582,None,DRC,2021,1,7,70,9.3,3.3,0.9,1.9,0.047,0.139,0.22699999999999998,0.6,0.087,2021-22
12001,Klay Thompson,GSW,32.0,198.12,99.79024,Washington State,USA,2011,1,11,32,20.4,3.9,2.8,3.3,0.015,0.106,0.284,0.547,0.153,2021-22
12002,Jordan Clarkson,UTA,30.0,193.04,87.996848,Missouri,USA,2014,2,46,79,16.0,3.5,2.5,8.7,0.03,0.091,0.258,0.532,0.14400000000000002,2021-22
12003,Santi Aldama,MEM,21.0,210.82,97.52228000000001,Loyola-Maryland,Spain,2021,1,30,32,4.1,2.7,0.7,1.3,0.077,0.15,0.174,0.452,0.08,2021-22
12004,Sandro Mamukelashvili,MIL,23.0,205.74,108.86208,Seton Hall,Georgia,2021,2,54,41,3.8,2.0,0.5,-17.6,0.079,0.11599999999999999,0.142,0.618,0.084,2021-22
12005,Sam Merrill,MEM,26.0,193.04,92.98635999999999,Utah State,USA,2020,2,60,6,4.2,1.2,0.7,-11.1,0.012,0.107,0.17800000000000002,0.485,0.10800000000000001,2021-22
12006,Sam Hauser,BOS,24.0,200.66,98.429464,Virginia,USA,Undrafted,Undrafted,Undrafted,26,2.5,1.1,0.4,-0.3,0.03,0.133,0.136,0.65,0.095,2021-22
12007,Sam Dekker,TOR,28.0,203.2,99.336648,Wisconsin,USA,2015,1,18,1,0.0,0.0,0.0,-250.0,0.0,0.0,0.0,0.0,0.0,2021-22
12008,Saddiq Bey,DET,23.0,200.66,97.52228000000001,Villanova,USA,2020,1,19,82,16.1,5.4,2.8,-9.3,0.035,0.125,0.209,0.529,0.138,2021-22
12009,Saben Lee,DET,23.0,187.96,83.007336,Vanderbilt,USA,2020,2,38,37,5.6,2.4,2.9,-5.7,0.026000000000000002,0.113,0.16899999999999998,0.499,0.27399999999999997,2021-22
12010,Ryan Arcidiacono,NYK,28.0,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,10,1.6,0.8,0.4,-8.2,0.0,0.105,0.085,0.667,0.091,2021-22
12011,Russell Westbrook,LAL,33.0,190.5,90.7184,UCLA,USA,2008,1,4,78,18.5,7.4,7.1,-4.0,0.039,0.165,0.264,0.512,0.311,2021-22
12012,Rui Hachimura,WAS,24.0,203.2,104.32616,Gonzaga,Japan,2019,1,9,42,11.3,3.8,1.1,-7.1,0.027000000000000003,0.14300000000000002,0.205,0.579,0.08,2021-22
12013,Rudy Gobert,UTA,30.0,215.9,117.02673600000001,None,France,2013,1,27,66,15.6,14.7,1.1,9.6,0.114,0.312,0.166,0.732,0.052000000000000005,2021-22
12014,Rudy Gay,UTA,35.0,203.2,113.398,Connecticut,USA,2006,1,8,55,8.1,4.4,1.0,8.7,0.05,0.166,0.185,0.539,0.078,2021-22
12015,Royce O'Neale,UTA,29.0,195.58,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,77,7.4,4.8,2.5,5.3,0.027000000000000003,0.12,0.098,0.608,0.10400000000000001,2021-22
12016,Romeo Langford,SAS,22.0,195.58,97.975872,Indiana,USA,2019,1,14,48,4.5,2.3,0.4,1.0,0.035,0.092,0.12300000000000001,0.52,0.04,2021-22
12017,Rodney McGruder,DET,30.0,193.04,92.98635999999999,Kansas State,USA,Undrafted,Undrafted,Undrafted,51,5.4,2.2,0.9,-3.7,0.037000000000000005,0.10400000000000001,0.142,0.5770000000000001,0.094,2021-22
12018,Scottie Barnes,TOR,20.0,200.66,102.0582,Florida State,USA,2021,1,4,74,15.3,7.5,3.5,1.8,0.068,0.141,0.187,0.552,0.15,2021-22
12019,Rodney Hood,LAC,29.0,203.2,94.34713599999999,Duke,USA,2014,1,23,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.07400000000000001,2021-22
12020,Scottie Lewis,CHA,22.0,195.58,83.91452,Florida,USA,2021,2,56,2,0.5,0.0,0.5,-11.8,0.0,0.0,0.059000000000000004,0.568,0.2,2021-22
12021,Sekou Doumbouya,LAL,21.0,205.74,104.32616,None,France,2019,1,15,2,7.0,3.0,0.0,67.8,0.111,0.182,0.28600000000000003,0.7170000000000001,0.0,2021-22
12022,Zylan Cheatham,UTA,26.0,195.58,99.79024,Arizona St.,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,-106.8,0.0,0.0,0.25,0.0,0.0,2021-22
12023,Sterling Brown,DAL,27.0,195.58,99.336648,Southern Methodist,USA,2017,2,46,49,3.3,3.0,0.7,2.3,0.039,0.187,0.124,0.495,0.078,2021-22
12024,Stephen Curry,GSW,34.0,187.96,83.91452,Davidson,USA,2009,1,7,64,25.5,5.2,6.3,10.7,0.015,0.126,0.293,0.601,0.28600000000000003,2021-22
12025,Stanley Johnson,LAL,26.0,198.12,109.769264,Arizona,USA,2015,1,8,48,6.7,3.2,1.7,-1.1,0.032,0.109,0.125,0.564,0.094,2021-22
12026,Spencer Dinwiddie,DAL,29.0,198.12,97.52228000000001,Colorado,USA,2014,2,38,67,13.7,4.2,5.2,-1.0,0.022000000000000002,0.111,0.20800000000000002,0.5429999999999999,0.27,2021-22
12027,Solomon Hill,ATL,31.0,198.12,102.511792,Arizona,USA,2013,1,23,13,0.6,1.8,0.9,14.3,0.043,0.115,0.064,0.2,0.11699999999999999,2021-22
12028,Skylar Mays,ATL,24.0,193.04,92.98635999999999,Louisiana State,USA,2020,2,50,28,2.9,0.9,0.6,-12.9,0.022000000000000002,0.091,0.149,0.589,0.12,2021-22
12029,Sharife Cooper,ATL,21.0,185.42,79.83219199999998,Auburn,USA,2021,2,48,13,0.5,0.4,0.4,-43.9,0.0,0.147,0.20199999999999999,0.25,0.313,2021-22
12030,Shaquille Harrison,BKN,28.0,193.04,88.45044,Tulsa,USA,Undrafted,Undrafted,Undrafted,2,2.0,2.0,1.5,-12.4,0.053,0.125,0.14800000000000002,0.33299999999999996,0.188,2021-22
12031,Shaq Buchanan,MEM,25.0,190.5,86.18248,Murray State,USA,Undrafted,Undrafted,Undrafted,2,1.0,1.0,1.0,-8.7,0.091,0.14300000000000002,0.214,0.25,0.25,2021-22
12032,Shake Milton,PHI,25.0,195.58,92.98635999999999,Southern Methodist,USA,2018,2,54,55,8.2,2.6,2.5,-1.0,0.025,0.094,0.174,0.517,0.17800000000000002,2021-22
12033,Shai Gilgeous-Alexander,OKC,23.0,198.12,81.64656,Kentucky,Canada,2018,1,11,56,24.5,5.0,5.9,-6.4,0.017,0.114,0.298,0.557,0.293,2021-22
12034,Seth Curry,BKN,31.0,187.96,83.91452,Duke,USA,Undrafted,Undrafted,Undrafted,64,15.0,3.1,3.6,4.5,0.01,0.08199999999999999,0.182,0.615,0.162,2021-22
12035,Serge Ibaka,MIL,32.0,208.28,106.59411999999999,None,Republic of the Congo,2008,1,24,54,6.8,4.6,0.9,-3.0,0.07,0.19699999999999998,0.172,0.579,0.084,2021-22
12036,Semi Ojeleye,LAC,27.0,198.12,108.86208,Southern Methodist,USA,2017,2,37,30,3.3,2.5,0.3,-16.6,0.057,0.111,0.126,0.43799999999999994,0.033,2021-22
12037,Scotty Hopson,OKC,32.0,200.66,92.532768,Tennessee,USA,2011,0,0,1,4.0,1.0,1.0,-18.4,0.0,0.043,0.14300000000000002,0.5,0.091,2021-22
12038,Ziaire Williams,MEM,20.0,205.74,83.91452,Stanford,USA,2021,1,10,62,8.1,2.1,1.0,4.2,0.017,0.071,0.14400000000000002,0.5589999999999999,0.062,2021-22
12039,Robin Lopez,ORL,34.0,213.36,127.459352,Stanford,USA,2008,1,15,36,7.1,3.5,1.5,-6.4,0.098,0.08900000000000001,0.182,0.57,0.142,2021-22
12040,Robert Williams III,BOS,24.0,205.74,107.501304,Texas A&M,USA,2018,1,27,61,10.0,9.6,2.0,10.0,0.131,0.17800000000000002,0.11199999999999999,0.745,0.095,2021-22
12041,Paul Reed,PHI,23.0,205.74,95.25432,DePaul,USA,2020,2,58,38,3.1,2.4,0.4,-6.2,0.13699999999999998,0.16399999999999998,0.151,0.568,0.081,2021-22
12042,Paul Millsap,PHI,37.0,200.66,116.573144,Louisiana Tech,USA,2006,2,47,33,3.5,3.5,0.9,-3.5,0.096,0.182,0.158,0.45799999999999996,0.121,2021-22
12043,Paul George,LAC,32.0,203.2,99.79024,Fresno State,USA,2010,1,10,31,24.3,6.9,5.7,4.2,0.011000000000000001,0.171,0.32899999999999996,0.5379999999999999,0.28600000000000003,2021-22
12044,Patty Mills,BKN,33.0,182.88,81.64656,St.Mary's College of California,Australia,2009,2,55,81,11.4,1.9,2.3,1.5,0.008,0.055,0.16,0.563,0.106,2021-22
12045,Patrick Williams,CHI,20.0,200.66,97.52228000000001,Florida State,USA,2020,1,4,17,9.0,4.1,0.9,-5.5,0.04,0.132,0.139,0.637,0.051,2021-22
12046,Patrick Beverley,MIN,33.0,185.42,81.64656,Arkansas,USA,2009,2,42,58,9.2,4.1,4.6,3.7,0.038,0.11900000000000001,0.158,0.539,0.249,2021-22
12047,Pat Connaughton,MIL,29.0,195.58,94.800728,Notre Dame,USA,2015,2,41,65,9.9,4.2,1.3,-0.7,0.025,0.13,0.13699999999999998,0.62,0.067,2021-22
12048,Pascal Siakam,TOR,28.0,203.2,104.32616,New Mexico State,Cameroon,2016,1,27,68,22.8,8.5,5.3,4.8,0.046,0.182,0.257,0.565,0.22399999999999998,2021-22
12049,Paris Bass,PHX,26.0,203.2,90.7184,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,2,3.0,2.0,0.0,0.7,0.2,0.222,0.36,0.436,0.0,2021-22
12050,P.J. Washington,CHA,23.0,200.66,104.32616,Kentucky,USA,2019,1,12,65,10.3,5.2,2.3,3.5,0.044000000000000004,0.142,0.154,0.588,0.11199999999999999,2021-22
12051,P.J. Tucker,MIA,37.0,195.58,111.13004,Texas-Austin,USA,2006,2,35,71,7.6,5.5,2.1,6.2,0.052000000000000005,0.146,0.11599999999999999,0.593,0.107,2021-22
12052,P.J. Dozier,DEN,25.0,198.12,92.98635999999999,South Carolina,USA,Undrafted,Undrafted,Undrafted,18,5.4,3.5,1.6,-12.9,0.038,0.14400000000000002,0.147,0.46299999999999997,0.135,2021-22
12053,Otto Porter Jr.,GSW,29.0,203.2,89.811216,Georgetown,USA,2013,1,3,63,8.2,5.7,1.5,6.8,0.06,0.18899999999999997,0.145,0.581,0.09699999999999999,2021-22
12054,Oshae Brissett,IND,24.0,200.66,95.25432,Syracuse,Canada,Undrafted,Undrafted,Undrafted,67,9.1,5.3,1.1,-6.0,0.065,0.165,0.166,0.53,0.064,2021-22
12055,Onyeka Okongwu,ATL,21.0,203.2,108.86208,Southern California,USA,2020,1,6,48,8.2,5.9,1.1,5.5,0.11699999999999999,0.163,0.13699999999999998,0.7140000000000001,0.078,2021-22
12056,Paul Watson,OKC,27.0,198.12,95.25432,Fresno State,USA,Undrafted,Undrafted,Undrafted,9,3.4,3.0,0.9,-17.9,0.016,0.145,0.106,0.43200000000000005,0.07400000000000001,2021-22
12057,Robert Woodard II,SAS,22.0,198.12,106.59411999999999,Mississippi State,USA,2020,2,40,12,0.6,0.9,0.3,16.7,0.086,0.146,0.158,0.207,0.086,2021-22
12058,Payton Pritchard,BOS,24.0,185.42,88.45044,Oregon,USA,2020,1,26,71,6.2,1.9,2.0,2.2,0.031,0.09300000000000001,0.18,0.578,0.222,2021-22
12059,Precious Achiuwa,TOR,22.0,203.2,102.0582,Memphis,Nigeria,2020,1,20,73,9.1,6.5,1.1,1.9,0.075,0.188,0.18,0.503,0.07200000000000001,2021-22
12060,Robert Covington,LAC,31.0,200.66,94.800728,Tennessee State,USA,Undrafted,Undrafted,Undrafted,71,8.5,5.5,1.3,0.6,0.03,0.16699999999999998,0.134,0.5720000000000001,0.066,2021-22
12061,Rob Edwards,OKC,25.0,195.58,92.98635999999999,Arizona State,USA,Undrafted,Undrafted,Undrafted,2,1.5,1.5,0.0,-59.1,0.0,0.214,0.22699999999999998,0.375,0.0,2021-22
12062,Ricky Rubio,IND,31.0,187.96,86.18248,None,Spain,2009,1,5,34,13.1,4.1,6.6,9.1,0.015,0.122,0.23399999999999999,0.488,0.348,2021-22
12063,Richaun Holmes,SAC,28.0,208.28,106.59411999999999,Bowling Green,USA,2015,2,37,45,10.4,7.0,1.1,-5.8,0.08199999999999999,0.198,0.153,0.6890000000000001,0.068,2021-22
12064,Reggie Perry,POR,22.0,203.2,113.398,Mississippi State,USA,2020,2,57,10,9.2,4.7,1.2,-16.6,0.07400000000000001,0.165,0.222,0.537,0.11800000000000001,2021-22
12065,Reggie Jackson,LAC,32.0,187.96,94.34713599999999,Boston College,USA,2011,1,24,75,16.8,3.6,4.8,-1.3,0.016,0.092,0.273,0.488,0.245,2021-22
12066,Reggie Bullock,DAL,31.0,198.12,92.98635999999999,North Carolina,USA,2013,1,25,68,8.6,3.5,1.2,6.6,0.017,0.106,0.128,0.5579999999999999,0.06,2021-22
12067,Rayjon Tucker,MIL,24.0,190.5,94.800728,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,5,4.2,1.6,2.0,-2.7,0.051,0.076,0.075,0.8690000000000001,0.172,2021-22
12068,Raul Neto,WAS,30.0,187.96,81.64656,None,Brazil,2013,2,47,70,7.5,1.9,3.1,-3.3,0.01,0.08900000000000001,0.18,0.5379999999999999,0.228,2021-22
12069,Rajon Rondo,CLE,36.0,185.42,81.64656,Kentucky,USA,2006,1,21,39,4.8,2.8,4.4,-7.8,0.02,0.11800000000000001,0.152,0.496,0.366,2021-22
12070,RJ Nembhard Jr.,CLE,23.0,193.04,90.7184,TCU,USA,Undrafted,Undrafted,Undrafted,14,1.1,0.5,0.9,-8.4,0.042,0.055999999999999994,0.16,0.38,0.34299999999999997,2021-22
12071,RJ Barrett,NYK,22.0,198.12,97.068688,Duke,Canada,2019,1,3,70,20.0,5.8,3.0,-3.3,0.025,0.136,0.268,0.511,0.146,2021-22
12072,R.J. Hampton,ORL,21.0,193.04,79.3786,None,USA,2020,1,24,64,7.6,3.0,2.5,-14.5,0.015,0.12,0.18,0.48100000000000004,0.179,2021-22
12073,Quinndary Weatherspoon,GSW,25.0,190.5,92.98635999999999,Mississippi State,USA,2019,2,49,11,2.7,1.3,0.5,-8.6,0.028999999999999998,0.182,0.15,0.647,0.102,2021-22
12074,Quentin Grimes,NYK,22.0,193.04,95.25432,Houston,USA,2021,1,25,46,6.0,2.0,1.0,-3.0,0.027999999999999997,0.085,0.149,0.565,0.095,2021-22
12075,Petr Cornelie,DEN,26.0,210.82,99.79024,None,France,2016,2,53,13,1.1,1.1,0.2,5.8,0.159,0.21899999999999997,0.20800000000000002,0.418,0.115,2021-22
12076,Omer Yurtseven,MIA,24.0,210.82,124.7378,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,56,5.3,5.3,0.9,5.3,0.12,0.293,0.19,0.546,0.105,2021-22
12077,Zeke Nnaji,DEN,21.0,205.74,108.86208,Arizona,USA,2020,1,22,41,6.6,3.6,0.4,-3.2,0.077,0.141,0.146,0.629,0.037000000000000005,2021-22
12078,Zach LaVine,CHI,27.0,195.58,90.7184,UCLA,USA,2014,1,13,67,24.4,4.6,4.5,-0.9,0.01,0.121,0.284,0.605,0.207,2021-22
